customer_id,customer_name,email,registration_date,customer_type
361f7424-08dc-4e56-981e-5c20c2f13b09,Customer 21,customer21@example.com,2024-07-04,REGULAR
e4098b93-c337-44a7-869e-c57af4a67c44,Customer 22,customer22@example.com,2024-03-01,PREMIUM
3138a6b9-2b09-451d-888d-4db01d417b08,Customer 23,customer23@example.com,2025-07-21,REGULAR
7e30ecb6-3e40-4e6a-bf3d-cb726f32f77b,Customer 24,customer24@example.com,2024-04-24,PREMIUM
b307b4d8-0fb4-430a-af5c-037629500d53,Customer 25,customer25@example.com,2024-08-20,VIP
8a6b1cb3-ec81-479d-9da6-7a2f030ef697,Customer 26,customer26@example.com,2024-06-09,VIP
32a0464c-d3c1-4418-a0e9-cd95853b38c2,Customer 27,customer27@example.com,2025-12-07,VIP
d015fbb1-b804-4911-be61-8e9869a7cdfa,Customer 28,customer28@example.com,2025-08-25,REGULAR
6970eea0-373f-49a3-a513-538ca834a6fd,Customer 29,customer29@example.com,2026-01-17,VIP
99b21a83-9724-4ab8-bc97-fe18bf475d6f,Customer 30,customer30@example.com,2025-06-19,PREMIUM
1aa76b4e-1c78-432f-a2d4-8c919181cc13,Customer 31,customer31@example.com,2023-12-13,VIP
fd79e6f6-f315-43c4-a69a-e996a306259c,Customer 32,customer32@example.com,2024-02-12,REGULAR
10879ea9-d05c-4969-8693-54e5769c6922,Customer 33,customer33@example.com,2024-05-09,PREMIUM
eaa09e5e-f1fc-4a19-8ba4-79bfaf187308,Customer 34,customer34@example.com,2025-05-23,VIP
5d4a6720-86d8-49e7-8e38-d68ec8a7c104,Customer 35,customer35@example.com,2024-01-01,REGULAR
72997a86-8d27-4d5c-8800-dac7bbe427bb,Customer 36,customer36@example.com,2025-02-27,REGULAR
6741736c-927f-4323-adfb-72873fe1af84,Customer 37,customer37@example.com,2024-08-22,VIP
7b18cb81-676b-40b4-83f8-26d51a526a02,Customer 38,customer38@example.com,2024-01-19,VIP
b2bd0a95-ad22-4fae-8832-3ff0601dbd4f,Customer 39,customer39@example.com,2024-06-23,PREMIUM
df22fe2d-1a7d-4fe3-b487-d666edabc548,Customer 40,customer40@example.com,2025-01-06,PREMIUM
6ee485a9-2410-4e63-8981-ddb4090044d9,Customer 41,customer41@example.com,2024-01-14,PREMIUM
9f522c76-c431-4a68-bb83-e211d6331a7f,Customer 42,customer42@example.com,2025-08-04,REGULAR
b51565ae-e791-429e-8bbf-63cf93c85516,Customer 43,customer43@example.com,2026-03-09,VIP
7106fb75-274f-4487-b20b-fb1af684fca6,Customer 44,customer44@example.com,2024-02-16,PREMIUM
b77307f5-9dd6-4581-af9b-119dd408c08e,Customer 45,customer45@example.com,2025-04-14,PREMIUM
edaabf4d-d66f-4f99-83f2-ac807e9b96dc,Customer 46,customer46@example.com,2024-02-24,PREMIUM
eb9db1fc-27be-4e33-982c-438299d05904,Customer 47,customer47@example.com,2024-08-21,REGULAR
fc35fa3a-ae8f-454c-87b2-dcc7ab699c27,Customer 48,customer48@example.com,2023-11-19,PREMIUM
9030a388-144b-435f-b809-f4562b5658a7,Customer 49,customer49@example.com,2025-02-24,REGULAR
deba1906-48d0-4aab-b9e8-d2e301238806,Customer 50,customer50@example.com,2026-02-21,REGULAR
e3f7830f-2d06-417c-b5db-02229828a56a,Customer 51,customer51@example.com,2024-01-17,VIP
cdfe3ec7-0084-4263-aeee-1b35e678da2e,Customer 52,customer52@example.com,2024-04-12,PREMIUM
3c41d387-38b0-470b-b359-e6eb77d32739,Customer 53,customer53@example.com,2024-03-02,REGULAR
a9e9c68d-ad95-4a58-92e9-fa7a8e4603cc,Customer 54,customer54@example.com,2025-03-12,VIP
91850667-b059-4e5a-8eb0-ae5198f761c8,Customer 55,customer55@example.com,2026-03-24,VIP
bf1aeb13-3644-49a2-b171-4c40f2b58504,Customer 56,customer56@example.com,2025-08-02,REGULAR
c5c35edd-6e56-400a-be4c-c2af24dde981,Customer 57,customer57@example.com,2024-10-16,PREMIUM
ba7c0302-385b-4a00-a1b0-822a63c804d8,Customer 58,customer58@example.com,2025-03-26,VIP
d2ef96f4-d042-4b84-9efc-6b656017c32d,Customer 59,customer59@example.com,2025-04-20,VIP
c109ab53-0c24-4c44-8de5-74c5f391198b,Customer 60,customer60@example.com,2026-03-25,PREMIUM
84dcb8a1-a647-4198-8406-82c45c9520f2,Customer 61,customer61@example.com,2025-06-23,REGULAR
be555611-7026-4dfd-b4e2-bf8be1d6ca97,Customer 62,customer62@example.com,2024-04-02,PREMIUM
20c0eaa6-e467-41de-9708-9687b1fb9003,Customer 63,customer63@example.com,2024-07-08,PREMIUM
c258f5bb-3e25-4da5-a7b7-3483afbd30a4,Customer 64,customer64@example.com,2025-03-06,PREMIUM
3ac64af2-b1cd-4f97-9f3f-d7c22b2af47b,Customer 65,customer65@example.com,2024-02-11,REGULAR
c94fe723-a257-4fe2-84da-4703538d801f,Customer 66,customer66@example.com,2024-09-06,VIP
119ce8d6-232e-4b7b-84f8-a16f5c6336d4,Customer 67,customer67@example.com,2025-06-12,VIP
6e59b763-29f4-41c1-9ebb-f1e79e1a8262,Customer 68,customer68@example.com,2024-02-18,VIP
6779cadb-086b-4623-9391-b5b56c48dabc,Customer 69,customer69@example.com,2025-10-05,REGULAR
5a313348-f39b-4850-8f84-2c38f8bf258c,Customer 70,customer70@example.com,2024-06-17,VIP
42fecbb7-3d7d-42db-a02c-a5666a3c1e50,Customer 71,customer71@example.com,2025-06-17,PREMIUM
ce32cb88-480b-477d-beff-e83af679701c,Customer 72,customer72invalid,2024-12-13,REGULAR
7b16cb2f-ecd5-42e5-8907-29e2242f501a,Customer 73,customer73@example.com,2025-10-10,VIP
44e544a9-8d9f-443b-b565-a9a04e030301,Customer 74,customer74@example.com,2025-08-12,VIP
09d73d33-04cd-45c6-a3da-dec182bbeb63,Customer 75,customer75@example.com,2024-01-04,REGULAR
6d489d8e-3177-4edf-8c67-000afe0cb94c,Customer 76,customer76@example.com,2025-02-19,REGULAR
0ffee807-cdfb-4757-8aa3-a373f81a5da2,Customer 77,customer77@example.com,2026-01-25,PREMIUM
f69bb38b-40c6-4628-97c2-053c0b07e3ad,Customer 78,customer78@example.com,2025-12-23,REGULAR
fb12027b-bc4f-49a1-9c37-609193354df1,Customer 79,customer79@example.com,2024-08-25,REGULAR
4d9ad4cc-f86a-4eea-946e-144c2b335db0,Customer 80,customer80@example.com,2024-01-03,PREMIUM
05de0f35-6fa0-4074-86d6-98bd2cccd7bb,Customer 81,customer81@example.com,2026-03-26,VIP
75d7fca0-9f10-4d1a-ab02-0ec84531f2f1,Customer 82,customer82@example.com,2024-10-31,VIP
9acfd06e-25c1-4068-bbc3-5c27a8e3f89d,Customer 83,customer83@example.com,2025-08-28,PREMIUM
f53d4f4d-e6c8-4283-b55e-93e5d89aac8a,Customer 84,customer84@,2025-02-18,VIP
424429f1-1567-472a-b4f8-dd8f8382d84a,Customer 85,customer85@example.com,2024-09-27,REGULAR
8c2aab39-1ef1-40cc-a384-5435b315c300,Customer 86,customer86@example.com,2025-11-11,PREMIUM
6bd2d23c-ef33-4a44-8958-94db2c5b56b0,Customer 87,customer87@example.com,2024-10-04,VIP
f8f1c210-ebb0-4eb3-b122-c4ab7ab8969f,Customer 88,customer88@example.com,2025-12-02,VIP
427846e8-ec9a-4224-8313-cd8fe49e9fd0,Customer 89,customer89@example.com,2025-08-05,VIP
0067054e-b891-49c0-b3b1-247b49001194,Customer 90,customer90@example.com,2024-05-24,VIP
4eee24c2-9881-46aa-8087-adbae6f3e2f6,Customer 91,customer91@example.com,2023-11-07,REGULAR
1879121a-a475-406f-9394-0a54df790419,Customer 92,customer92@example.com,2025-11-28,REGULAR
f3e7e2cf-147b-4b92-b566-1a015f054032,Customer 93,customer93@example.com,2025-07-07,VIP
e28cbeb5-24cf-42ab-8cdf-3f2a61cdb17f,Customer 94,customer94@example.com,2024-07-10,PREMIUM
3401c705-9e6a-425a-8f6d-8476fa7e22b6,Customer 95,customer95@example.com,2025-04-28,VIP
8b9351bf-fc8a-40a9-9366-36f06b672e4a,Customer 96,customer96@example.com,2024-04-10,VIP
5c589ab6-4833-450f-9755-89dcb39653f2,Customer 97,customer97invalid,2025-04-16,VIP
49099641-02dc-4a82-918f-d460a38896ec,Customer 98,customer98@example.com,2025-04-03,PREMIUM
465ea122-705e-40cf-9a4d-5200839b6ab0,Customer 99,customer99@example.com,2024-12-28,REGULAR
a2413549-6f59-4e43-a823-979c6778c3be,Customer 100,customer100@example.com,2024-12-28,PREMIUM
4b88b448-0ce0-40e9-8687-67c5af1aefd6,Customer 101,customer101@example.com,2023-12-05,VIP
25344371-347e-4629-b195-e8e71a64e301,Customer 102,customer102@example.com,2023-11-30,REGULAR
7e2b43f9-a4b5-46e6-b66d-58848848f971,Customer 103,customer103@,2023-11-24,REGULAR
63d75b17-b0e3-4440-950b-6e0f68232901,Customer 104,customer104@example.com,2025-01-12,REGULAR
29db0af0-dd29-444f-9f02-822ce64f7d2c,Customer 105,customer105@example.com,2025-05-01,REGULAR
4483cf96-e759-4c77-9749-97d18400571c,Customer 106,customer106@example.com,2023-11-26,PREMIUM
840c6a2b-508d-4e05-90cb-0d578122f63b,Customer 107,customer107@example.com,2024-11-06,PREMIUM
3476a8c0-c016-4c25-b209-6a2bd08e690f,Customer 108,customer108@example.com,2025-03-10,VIP
fed7b1d6-53c8-4d61-b6e2-40fd70d881ec,Customer 109,customer109@,2023-12-30,PREMIUM
362d07ce-ff3f-4db8-9fbb-17cd635386d1,Customer 110,customer110@example.com,2025-03-15,VIP
f990cf48-22f5-44b0-a788-0905ea0f3fe1,Customer 111,customer111@example.com,2024-01-31,REGULAR
d9a9c394-d9cd-4791-beff-154de50beba7,Customer 112,customer112@example.com,2024-08-07,VIP
34058e1a-64e5-45c8-b904-8d2553c4eeb8,Customer 113,customer113@example.com,2025-05-07,REGULAR
40fda7bf-d417-4394-847c-4d3fa771df2d,Customer 114,customer114@example.com,2025-05-03,REGULAR
c96006ac-60b3-4564-aec8-73219f86ec96,Customer 115,customer115@example.com,2025-03-19,PREMIUM
04a3c851-c15d-4369-baf1-31fbc52f1084,Customer 116,customer116@example.com,2025-02-02,VIP
e5ca46f8-3669-4982-8c61-966594a15e99,Customer 117,customer117@example.com,2024-08-18,REGULAR
1ad54a44-dc07-4140-ac88-66e04337c62f,Customer 118,customer118@example.com,2025-11-18,PREMIUM
434fefc4-d9df-4267-ad82-c411e6b69745,Customer 119,customer119@example.com,2026-01-24,REGULAR
9b6899e7-5399-46b3-bb77-c5be84b4eb01,Customer 120,customer120@example.com,2025-12-09,PREMIUM
e224427c-e2f5-4a60-afe5-bf549aa884dc,Customer 121,customer121@example.com,2025-03-17,PREMIUM
9a8c4259-d5b7-4601-af6d-91d887c3bbce,Customer 122,customer122@example.com,2024-08-03,PREMIUM
08a7ac1f-47f2-4ed9-a035-475e0b3cb768,Customer 123,customer123@example.com,2025-06-28,PREMIUM
5355d945-b674-4595-8458-563b721319a7,Customer 124,customer124@example.com,2026-04-08,PREMIUM
fe130ece-d34a-4a7e-ad6c-a78e6a1754f1,Customer 125,customer125@example.com,2024-02-04,REGULAR
c432c9fd-1c6a-4fa3-97db-2cd76f9df5fe,Customer 126,customer126@example.com,2024-05-23,REGULAR
147ed37a-3113-4335-92f3-ec0f93cbfddd,Customer 127,customer127@example.com,2024-12-28,VIP
43403951-9586-49a6-9145-1b438f808721,Customer 128,customer128@example.com,2024-02-01,PREMIUM
4a3f4ab5-53a3-43b7-ac24-ce2a9763c606,Customer 129,customer129@example.com,2025-10-27,VIP
d67077c0-8899-4fc3-97fc-e211713f2948,Customer 130,customer130@example.com,2024-07-31,REGULAR
803f78c5-0923-4f4a-ab60-c9e12ea506fa,Customer 131,customer131@example.com,2025-06-21,PREMIUM
c28515f9-eb9b-4585-a569-3180e88c1d1f,Customer 132,customer132@example.com,2024-12-16,VIP
9dbf7708-a510-4a16-b14d-0584869a1816,Customer 133,customer133@example.com,2025-07-16,VIP
ed14f607-9265-4434-af7d-02f19afceb54,Customer 134,customer134@example.com,2025-01-23,REGULAR
c8c8795a-425a-4202-9964-b8a9f350ff52,Customer 135,customer135@example.com,2024-02-23,VIP
5d914bf5-1433-441c-a22a-6b25378aa050,Customer 136,customer136@example.com,2025-07-01,VIP
414becbc-92e5-4f94-811d-6c183a4ecc28,Customer 137,customer137@example.com,2026-01-16,REGULAR
04136b70-2f9b-4a83-871b-f6cc037d8ac1,Customer 138,customer138@example.com,2024-02-01,PREMIUM
5338390c-6b09-4cb9-992f-6f03570385cb,Customer 139,customer139@example.com,2024-09-17,VIP
78fae74e-2122-4a73-a1dd-3bcbc3752072,Customer 140,customer140@example.com,2024-03-04,REGULAR
1033b90e-b71e-452a-8340-d2d8f47dd830,Customer 141,customer141@example.com,2024-10-19,REGULAR
102f57f3-3fbc-4e5e-a259-92be68163bf1,Customer 142,customer142@example.com,2024-09-17,REGULAR
4f3c403f-850e-449c-8ebb-7fe7d69f12ee,Customer 143,customer143@example.com,2024-07-19,VIP
a6582e63-182e-4ae7-af04-4c5f30f53a91,Customer 144,customer144@example.com,2025-03-27,REGULAR
d72798ce-b02b-45df-9f13-4ea1cfd252d5,Customer 145,customer145@example.com,2025-03-17,REGULAR
e1e09511-935e-4380-af89-5330e6734202,Customer 146,customer146@example.com,2025-12-21,REGULAR
cf563fde-5466-4ceb-869c-f480c1352dbb,Customer 147,customer147@example.com,2024-12-22,PREMIUM
dd959018-9b12-4677-b060-9f0c0581f3fd,Customer 148,customer148@example.com,2023-10-22,VIP
b2acf011-4202-4c6f-a5a2-27c5bbf8817d,Customer 149,customer149@example.com,2025-06-17,PREMIUM
88dcc35b-328c-4f75-b0f7-412e1f5bf228,Customer 150,customer150@example.com,2024-10-02,PREMIUM
d09e606e-8fc5-49f7-b340-05252aa2a274,Customer 151,customer151@example.com,2024-04-04,REGULAR
6879d9f5-aa45-406f-b195-4000a0d4dccd,Customer 152,customer152@example.com,2025-03-16,PREMIUM
76ecf6ed-ee6c-4cfd-a13d-f803ed78552b,Customer 153,customer153@example.com,2025-02-11,PREMIUM
3417664f-2c1a-4887-9cb6-7477b2a7a8d7,Customer 154,customer154@example.com,2025-10-01,VIP
14315e58-11f8-4f96-8be3-f5787abf92ba,Customer 155,customer155@example.com,2025-04-25,VIP
944a3d7d-13de-4902-96b1-6add65da7887,Customer 156,customer156@example.com,2025-01-16,PREMIUM
8413e6ae-bb8b-4769-982f-f5f6d61e1540,Customer 157,customer157invalid,2026-01-17,REGULAR
4381b10e-b937-4077-a9f4-af19242ee189,Customer 158,customer158@example.com,2025-04-07,VIP
8947d1c3-e8e4-4e75-a564-33ad24ce5bc0,Customer 159,customer159@example.com,2025-03-01,PREMIUM
339b7185-53c1-4c8b-8e22-81692b4d8135,Customer 160,customer160@example.com,2024-10-10,PREMIUM
54e0102f-0eb1-48fd-825a-87ff03a7e332,Customer 161,customer161@example.com,2025-01-06,PREMIUM
646daefb-4dd8-4310-ac61-e7ac0b69b681,Customer 162,customer162@example.com,2026-02-25,PREMIUM
b544dcd0-41ff-4de3-b5cb-a2b5e6ae664a,Customer 163,customer163@example.com,2024-12-04,PREMIUM
2b196ed5-804b-43cd-9e24-fc033b7d8a59,Customer 164,customer164@example.com,2024-04-09,REGULAR
90e046d9-f305-456e-99a1-78a288646ae8,Customer 165,customer165@example.com,2024-03-25,PREMIUM
629a1d53-9442-4e3f-92aa-d2a0e9ac9cfb,Customer 166,customer166@example.com,2024-12-03,REGULAR
db8fad2a-f467-4e51-bb36-acf5baf3aed5,Customer 167,customer167@example.com,2024-12-16,VIP
928358fa-c888-4cd6-abac-89c57ae7097a,Customer 168,customer168@example.com,2025-09-08,PREMIUM
443176d7-8bea-4fcc-b139-a707aae54447,Customer 169,customer169@example.com,2025-09-16,REGULAR
a0c0973e-233c-4c2e-80d9-443ebe0c4478,Customer 170,customer170@example.com,2024-02-21,PREMIUM
f0659895-42ee-49fe-91e0-788d4a121958,Customer 171,customer171@example.com,2024-01-06,VIP
0675ed81-b8e8-4119-b1fd-e88503e669a8,Customer 172,customer172@example.com,2024-12-26,REGULAR
562aba48-c31d-426e-b053-42bee9953c38,Customer 173,customer173@example.com,2024-04-07,PREMIUM
a2cbf216-5a32-4cdc-9e7c-4363e19bc9da,Customer 174,customer174@example.com,2025-04-14,REGULAR
66d16b0c-0288-4a2a-8173-0a43548e21bf,Customer 175,customer175@example.com,2024-09-15,REGULAR
8736732b-46fb-48f4-b982-91df773309db,Customer 176,customer176@example.com,2025-07-23,VIP
959f24a6-5730-4b4d-979e-3069c04b4eae,Customer 177,customer177@example.com,2026-03-16,VIP
f5f1afad-535e-41ef-b2d2-f997abd180ee,Customer 178,customer178@example.com,2024-09-12,VIP
89e275a1-17cc-4d68-992c-84f3ef351c63,Customer 179,customer179@example.com,2025-01-23,VIP
b642f518-5720-41dc-abef-1afbc52417db,Customer 180,customer180@example.com,2024-06-30,REGULAR
9f6cdf75-4b3a-4066-bf88-b11bbe4201d8,Customer 181,customer181@example.com,2025-08-21,PREMIUM
aa7d2ab0-95b3-4b80-afe4-f360e1018726,Customer 182,customer182@example.com,2023-11-02,PREMIUM
dce2ca78-084f-400a-a3b5-f4975b8aec55,Customer 183,customer183@example.com,2025-07-14,PREMIUM
d9a75548-1df4-4c5f-954e-b60bbaf6faa7,Customer 184,customer184@example.com,2025-03-03,PREMIUM
7a0e978c-0062-4158-a604-57d407c4cbd6,Customer 185,customer185@example.com,2026-01-25,VIP
bd66f5e0-abca-478c-b25f-63d74ea25b36,Customer 186,customer186@example.com,2023-10-26,PREMIUM
f36feae7-7c3c-437c-a3cd-adb5bb7725ee,Customer 187,customer187@example.com,2024-05-03,REGULAR
7dc269e2-7d98-4358-b72c-17456ddfd0de,Customer 188,customer188@example.com,2025-06-24,VIP
2776ecbf-e1d8-42c1-ada5-3ec110e4c94a,Customer 189,customer189@example.com,2024-08-02,REGULAR
cfaf5bcf-a532-4e91-b200-80b396a55041,Customer 190,customer190@example.com,2025-09-15,REGULAR
cba9a4e4-7c6e-4ae2-87ba-ba5b17c3c3e1,Customer 191,customer191@example.com,2025-12-20,PREMIUM
4f6dd429-e225-4d71-947f-a71a71e18dd2,Customer 192,customer192@example.com,2024-01-11,PREMIUM
f4121d73-73c7-42d8-853a-f3a524bc37d3,Customer 193,customer193@example.com,2024-07-28,VIP
fd2cb9e5-ab92-4d38-8e42-3e1cc8ca3bb8,Customer 194,customer194@example.com,2023-10-27,VIP
1e9f9445-552c-4115-b228-0b417af4888e,Customer 195,customer195@example.com,2025-06-16,VIP
d14feb33-fbd5-4a06-bae9-9356f69b109f,Customer 196,customer196@example.com,2024-02-27,VIP
31eee768-b129-4ca0-a8f4-5111c170998f,Customer 197,customer197@example.com,2025-11-19,REGULAR
e0fdcd9e-022b-48bb-a229-2463965ff1fb,Customer 198,customer198@example.com,2025-08-02,VIP
1990974e-5420-4505-9656-aec7b6748f11,Customer 199,customer199@example.com,2025-02-02,VIP
3248bb73-a8f3-46c1-a6ff-9458cd49a23a,Customer 200,customer200@example.com,2024-10-17,VIP
a1f47d90-2b8f-4109-a181-71da86ecde6b,Customer 201,customer201@example.com,2025-12-22,PREMIUM
c1d7c6b9-9ed0-4910-ab88-b2e496cc77ff,Customer 202,customer202@example.com,2025-02-24,REGULAR
1909faf4-b468-45da-879a-e96265d93751,Customer 203,customer203@example.com,2024-11-09,VIP
90ddf404-9f4a-4dae-80a0-da2891c5957b,Customer 204,customer204@example.com,2024-06-03,PREMIUM
d6739890-8fa0-4359-bb2b-989c777a2360,Customer 205,customer205@example.com,2026-03-30,VIP
efb289e3-b116-4441-a936-90089048062b,Customer 206,customer206@example.com,2024-06-02,PREMIUM
9c5db7b9-0185-4e9b-a7ac-5b80b3d8f793,Customer 207,customer207@example.com,2025-10-09,VIP
fb7dc01f-08f0-45ea-afe7-09ab05c660b8,Customer 208,customer208@example.com,2025-12-08,REGULAR
8adbd2be-a5ec-4431-8f0d-8bb1af0b41d6,Customer 209,customer209@example.com,2024-10-15,REGULAR
1904edd6-bdd8-44cd-9a11-1a6329bbd831,Customer 210,customer210@example.com,2026-02-18,VIP
559c65f4-74d0-44ca-abf4-d0c9a1daf5f4,Customer 211,customer211@example.com,2024-09-26,REGULAR
29632d27-3c5d-42ea-9a69-1c96ae55209b,Customer 212,customer212@example.com,2025-07-13,PREMIUM
e4ae9446-92e8-4630-9b87-02069ab6e594,Customer 213,customer213@example.com,2024-01-26,PREMIUM
7ef66eb0-a2ac-41f7-b7ad-d804b9d08d20,Customer 214,customer214@example.com,2024-02-20,REGULAR
decf1256-962c-43fc-b21e-be36b7120e2b,Customer 215,customer215@example.com,2025-11-30,VIP
88670530-a362-4369-85f4-accb2f6c1e1a,Customer 216,customer216@example.com,2024-03-27,VIP
2d26e713-7fc7-4cda-96da-20c9e05c338d,Customer 217,customer217@example.com,2025-11-16,REGULAR
94201f29-c56b-42a4-9378-8efcfc06a630,Customer 218,customer218@example.com,2025-10-28,VIP
b05562a1-4537-4c19-a629-ac74fd421536,Customer 219,customer219@example.com,2025-05-17,PREMIUM
f2afab03-c759-4e6b-b919-88909208041b,Customer 220,customer220@example.com,2024-05-22,VIP
e5d426cc-19ad-452b-9650-091377e4bbe3,Customer 221,customer221@example.com,2025-02-04,VIP
3949a0ba-6da9-45fe-8231-5fd7092ecff7,Customer 222,customer222@example.com,2025-09-07,VIP
6fa0d8b5-d09c-467c-aea8-0fff32edcaf1,Customer 223,customer223@example.com,2025-07-23,VIP
7da6d2fe-354d-443d-9211-1ac0a17ca030,Customer 224,customer224@example.com,2025-09-29,VIP
3b5d5d80-ae06-413b-a5ad-283f57d3d124,Customer 225,customer225@example.com,2024-05-07,PREMIUM
d001c707-07a6-4d7f-a679-6389aab519d7,Customer 226,customer226@example.com,2024-12-07,REGULAR
cde15e52-f959-46bd-9056-4d5f485f5486,Customer 227,customer227@example.com,2024-01-07,REGULAR
ffc34582-42c7-469f-9cf6-fc08e27863df,Customer 228,customer228@example.com,2025-04-04,VIP
669c8882-bf45-49a3-8336-2605912c721d,Customer 229,customer229@example.com,2025-11-22,PREMIUM
12e33fc0-437d-4a43-80e0-44ebbec9a2c1,Customer 230,customer230@example.com,2025-08-04,VIP
75485ec3-5d00-4e02-a006-905fdef12738,Customer 231,customer231@example.com,2025-02-23,PREMIUM
d7dc48d4-496e-4a9d-b818-1b73ff350dd3,Customer 232,customer232@example.com,2024-05-22,REGULAR
63b75fee-7cff-4496-9ea2-5b8c93a1e947,Customer 233,customer233@example.com,2024-11-28,REGULAR
141c3cd0-874b-4c85-b314-1865b29a6b6d,Customer 234,customer234@example.com,2024-05-07,PREMIUM
d37abe2e-bb00-45e9-91e4-de435e492f5d,Customer 235,customer235@example.com,2024-06-18,VIP
3c979166-d0ac-40f8-87a3-b32a183f6059,Customer 236,customer236@example.com,2024-02-23,PREMIUM
b61b43c1-d13b-44d6-8b02-dd9267c35d01,Customer 237,customer237@example.com,2024-02-23,PREMIUM
253e8522-06cf-4db9-b77e-332ad134bde8,Customer 238,customer238@example.com,2025-04-14,VIP
8ea4d368-deef-4f83-8431-a6d058053ab3,Customer 239,customer239@example.com,2024-06-23,PREMIUM
59b8774e-2e73-4e7a-95d4-d085c5a54143,Customer 240,customer240@example.com,2024-06-07,PREMIUM
1bf68065-baa8-46dd-837a-07b1b2fb4b1a,Customer 241,customer241@example.com,2023-11-18,REGULAR
5c5c0474-c509-4a4a-ab7a-5d5eaec7e127,Customer 242,customer242invalid,2025-09-16,PREMIUM
362795dc-ff75-46e8-a008-2b8dfe31d50a,Customer 243,customer243@example.com,2025-09-21,PREMIUM
964c0a1d-da8b-4e7d-8783-636c25cdbddc,Customer 244,customer244@example.com,2026-03-13,PREMIUM
8f38021b-4a3f-46b6-b85e-9cf28c5c13b3,Customer 245,customer245@example.com,2024-10-13,REGULAR
c6d82497-cc60-4552-abab-167a5e164fe6,Customer 246,customer246@example.com,2025-09-26,VIP
dd3a044c-051c-48e1-9aee-874940fae340,Customer 247,customer247@example.com,2024-04-26,REGULAR
dc4a4ee5-2878-42c4-93ba-390e59ee34f3,Customer 248,customer248@example.com,2024-03-25,PREMIUM
63d869c5-9d25-4a44-a4aa-3da83e4be811,Customer 249,customer249@example.com,2024-06-06,PREMIUM
19b2209d-9749-44b3-8c25-ffbfcc0eb15d,Customer 250,customer250@example.com,2023-12-18,REGULAR
e62ea486-330b-4dd3-8787-9432b4f7752b,Customer 251,customer251@example.com,2025-10-07,PREMIUM
d6d1bd9a-d5f5-4691-9f78-be65d8d98ce5,Customer 252,customer252@example.com,2024-07-07,REGULAR
c33a312f-6c66-4bcf-a38a-9150aad4a2bc,Customer 253,customer253@example.com,2025-07-20,VIP
52b055a2-8d44-4187-aaea-748b01208e8b,Customer 254,customer254@example.com,2024-06-01,PREMIUM
edaf77e6-7936-4905-bfc3-6806152882a4,Customer 255,customer255@example.com,2025-07-06,VIP
fb0cd4d6-dd56-4482-a3c5-aca6d1b847b2,Customer 256,customer256@example.com,2025-04-16,REGULAR
72086cd4-3cbc-4f72-b8a2-3439b5b12927,Customer 257,customer257@example.com,2026-03-22,REGULAR
bfe5528b-ebdf-4e0b-842d-bee4fefa9632,Customer 258,customer258@example.com,2025-08-07,REGULAR
9c0caa88-8f31-4fb9-8ffb-72c87f1d0838,Customer 259,customer259@example.com,2025-10-24,VIP
